CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Conditions & formulations,Neurocognitive health & sleep,Brain support,,Brain support,General inflammation,Inflammation & Pain Support,2,0.01020408163,0.0004758505829
Conditions & formulations,Neurocognitive health & sleep,Calming support,,Calming support,General inflammation,Inflammation & Pain Support,2,0.002928257687,0.0004758505829
Conditions & formulations,Children's health,Children's immune support,Children's seasonal support,Children's seasonal support,General inflammation,Inflammation & Pain Support,2,0.02,0.0004758505829
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,General inflammation,Inflammation & Pain Support,2,0.015625,0.0004758505829
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,General inflammation,Inflammation & Pain Support,2,0.002049180328,0.0004758505829
Conditions & formulations,Endocrine & hormonal health,Estrogen support,,Estrogen support,General inflammation,Inflammation & Pain Support,2,0.03278688525,0.0004758505829
Herbal/Botanicals,Herbs,Fenugreek,,Fenugreek,General inflammation,Inflammation & Pain Support,2,0.09090909091,0.0004758505829
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Flax seed oil,Flax seed oil,General inflammation,Inflammation & Pain Support,2,0.04081632653,0.0004758505829
Nutritional supplements,Amino acids,Amino compounds,GABA,GABA,General inflammation,Inflammation & Pain Support,2,0.003490401396,0.0004758505829
Personal care & healthy living,Food & beverage,Herbal teas,,Herbal teas,General inflammation,Inflammation & Pain Support,2,0.01801801802,0.0004758505829
Herbal/Botanicals,Herbs,Holy basil,,Holy basil,General inflammation,Inflammation & Pain Support,2,0.05405405405,0.0004758505829
Nutritional supplements,Amino acids,Base amino acids,L-theanine,L-theanine,General inflammation,Inflammation & Pain Support,2,0.00162601626,0.0004758505829
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria (single-strain),Lacto-bifidobacteria (single-strain),General inflammation,Inflammation & Pain Support,2,0.0119047619,0.0004758505829
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Longvida,Longvida,General inflammation,Inflammation & Pain Support,2,0.6666666667,0.0004758505829
Nutritional supplements,Amino acids,Base amino acids,Lysine,Lysine,General inflammation,Inflammation & Pain Support,2,0.02272727273,0.0004758505829
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,MCTs,MCTs,General inflammation,Inflammation & Pain Support,2,0.02857142857,0.0004758505829
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),General inflammation,Inflammation & Pain Support,2,0.01183431953,0.0004758505829
Herbal/Botanicals,Herbs,Milk thistle,,Milk thistle,General inflammation,Inflammation & Pain Support,2,0.009174311927,0.0004758505829
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,General inflammation,Inflammation & Pain Support,2,0.003724394786,0.0004758505829
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,General inflammation,Inflammation & Pain Support,2,0.04,0.0004758505829
Herbal/Botanicals,Phytonutrients,Carotenoids,Other carotenoids,Other carotenoids,General inflammation,Inflammation & Pain Support,2,0.6666666667,0.0004758505829
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,General inflammation,Inflammation & Pain Support,2,0.005952380952,0.0004758505829
Nutritional supplements,Collagen & protein,Plant protein,Other plant proteins,Other plant proteins,General inflammation,Inflammation & Pain Support,2,0.0350877193,0.0004758505829
Nutritional supplements,Probiotics,Other probiotic species,,Other probiotic species,General inflammation,Inflammation & Pain Support,2,0.02564102564,0.0004758505829
Vitamins & minerals,Minerals,Zinc,Other zinc,Other zinc,General inflammation,Inflammation & Pain Support,2,0.02702702703,0.0004758505829
Homeopathy,Homeopathic remedies,Pain management (Homeopathic),,Pain management (Homeopathic),General inflammation,Inflammation & Pain Support,2,0.04081632653,0.0004758505829
Vitamins & minerals,Minerals,Iodine,Potassium iodide,Potassium iodide,General inflammation,Inflammation & Pain Support,2,0.02083333333,0.0004758505829
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,General inflammation,Inflammation & Pain Support,2,0.002840909091,0.0004758505829
Herbal/Botanicals,Herbs,Pine bark,Pycnogenol,Pycnogenol,General inflammation,Inflammation & Pain Support,2,0.06060606061,0.0004758505829
Herbal/Botanicals,Herbs,Red yeast rice,,Red yeast rice,General inflammation,Inflammation & Pain Support,2,0.00283286119,0.0004758505829
Herbal/Botanicals,Herbs,Saffron,,Saffron,General inflammation,Inflammation & Pain Support,2,0.0119760479,0.0004758505829
Herbal/Botanicals,Herbs,Skullcap,,Skullcap,General inflammation,Inflammation & Pain Support,2,0.1,0.0004758505829
Nutritional supplements,Amino acids,Base amino acids,Taurine,Taurine,General inflammation,Inflammation & Pain Support,2,0.0198019802,0.0004758505829
Homeopathy,Homeopathic remedies,Topical homeopathics,,Topical homeopathics,General inflammation,Inflammation & Pain Support,2,0.02739726027,0.0004758505829
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,General inflammation,Inflammation & Pain Support,2,0.007490636704,0.0004758505829
Nutritional supplements,Hormones & glandulars,Glandulars,Adrenal glandulars,Adrenal glandulars,General inflammation,Inflammation & Pain Support,1,0.003460207612,0.0002379252915
Herbal/Botanicals,Herbs,Garlic (Allicin),Aged garlic,Aged garlic,General inflammation,Inflammation & Pain Support,1,0.01020408163,0.0002379252915
Nutritional supplements,Amino acids,Amino compounds,Anhydrous Betaine,Anhydrous Betaine,General inflammation,Inflammation & Pain Support,1,0.01923076923,0.0002379252915
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,General inflammation,Inflammation & Pain Support,1,0.01,0.0002379252915
Nutritional supplements,Amino acids,Base amino acids,BCAAs,BCAAs,General inflammation,Inflammation & Pain Support,1,0.02631578947,0.0002379252915
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,General inflammation,Inflammation & Pain Support,1,0.004587155963,0.0002379252915
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,General inflammation,Inflammation & Pain Support,1,0.005813953488,0.0002379252915
Vitamins & minerals,Complexes & combos,Calcium & magnesium,,Calcium & magnesium,General inflammation,Inflammation & Pain Support,1,0.007936507937,0.0002379252915
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,General inflammation,Inflammation & Pain Support,1,0.006369426752,0.0002379252915
Herbal/Botanicals,Mushrooms,Chaga,,Chaga,General inflammation,Inflammation & Pain Support,1,0.3333333333,0.0002379252915
Conditions & formulations,Children's health,Children's cognition support,,Children's cognition support,General inflammation,Inflammation & Pain Support,1,0.02702702703,0.0002379252915
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis,Children's multis,General inflammation,Inflammation & Pain Support,1,0.03846153846,0.0002379252915
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis+,Children's multis+,General inflammation,Inflammation & Pain Support,1,0.02380952381,0.0002379252915
Conditions & formulations,Children's health,Children's sleep & calming support,,Children's sleep & calming support,General inflammation,Inflammation & Pain Support,1,0.02040816327,0.0002379252915
Vitamins & minerals,Vitamins,Children's vitamins,,Children's vitamins,General inflammation,Inflammation & Pain Support,1,0.02564102564,0.0002379252915
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Chlorella,Chlorella,General inflammation,Inflammation & Pain Support,1,0.02272727273,0.0002379252915
Herbal/Botanicals,Phytonutrients,Flavonoids,Citrus bioflavonoids,Citrus bioflavonoids,General inflammation,Inflammation & Pain Support,1,0.002369668246,0.0002379252915
Herbal/Botanicals,Herbs,Licorice,Deglycerrhizinated licorice (DGL),Deglycerrhizinated licorice (DGL),General inflammation,Inflammation & Pain Support,1,0.003436426117,0.0002379252915
Homeopathy,Homeopathic remedies,Detox support (Homeopathic),,Detox support (Homeopathic),General inflammation,Inflammation & Pain Support,1,0.03703703704,0.0002379252915
Herbal/Botanicals,Herbs,Elderberry,,Elderberry,General inflammation,Inflammation & Pain Support,1,0.04347826087,0.0002379252915
Homeopathy,Homeopathic remedies,Energy support (Homeopathic),,Energy support (Homeopathic),General inflammation,Inflammation & Pain Support,1,0.2,0.0002379252915
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,General inflammation,Inflammation & Pain Support,1,0.0125,0.0002379252915
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,General inflammation,Inflammation & Pain Support,1,0.004132231405,0.0002379252915
Herbal/Botanicals,Herbs,Ginkgo,,Ginkgo,General inflammation,Inflammation & Pain Support,1,0.03125,0.0002379252915
Herbal/Botanicals,Herbs,Ginseng,,Ginseng,General inflammation,Inflammation & Pain Support,1,0.01886792453,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,Glucosamine & chondroitin,,Glucosamine & chondroitin,General inflammation,Inflammation & Pain Support,1,0.004273504274,0.0002379252915
Herbal/Botanicals,Herbs,Goldenseal (Hydrastis),,Goldenseal (Hydrastis),General inflammation,Inflammation & Pain Support,1,0.2,0.0002379252915
Herbal/Botanicals,Herbs,Gotu kola,,Gotu kola,General inflammation,Inflammation & Pain Support,1,0.09090909091,0.0002379252915
Herbal/Botanicals,Herbs,Gymnema,,Gymnema,General inflammation,Inflammation & Pain Support,1,0.03225806452,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,Hyaluronic acid,,Hyaluronic acid,General inflammation,Inflammation & Pain Support,1,0.05263157895,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,IP6,IP6,General inflammation,Inflammation & Pain Support,1,0.25,0.0002379252915
Conditions & formulations,Genitourinary health,Kidney support,,Kidney support,General inflammation,Inflammation & Pain Support,1,0.01052631579,0.0002379252915
Nutritional supplements,Amino acids,Peptides,Lactoferrin,Lactoferrin,General inflammation,Inflammation & Pain Support,1,0.01754385965,0.0002379252915
Nutritional supplements,Enzymes,Systemic enzymes,Lumbrokinase,Lumbrokinase,General inflammation,Inflammation & Pain Support,1,0.07142857143,0.0002379252915
Herbal/Botanicals,Phytonutrients,Carotenoids,Lutein & zeaxanthin,Lutein & zeaxanthin,General inflammation,Inflammation & Pain Support,1,0.04166666667,0.0002379252915
Vitamins & minerals,Minerals,Magnesium,Magnesium oxide,Magnesium oxide,General inflammation,Inflammation & Pain Support,1,0.004237288136,0.0002379252915
Nutritional supplements,Prebiotics & fibers,Mastic,,Mastic,General inflammation,Inflammation & Pain Support,1,0.004761904762,0.0002379252915
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,General inflammation,Inflammation & Pain Support,1,0.005617977528,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,General inflammation,Inflammation & Pain Support,1,0.001862197393,0.0002379252915
Vitamins & minerals,Minerals,Other minerals,Molybdenum,Molybdenum,General inflammation,Inflammation & Pain Support,1,0.1111111111,0.0002379252915
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,General inflammation,Inflammation & Pain Support,1,0.001453488372,0.0002379252915
Herbal/Botanicals,Herbs,Mucuna (L-dopa),,Mucuna (L-dopa),General inflammation,Inflammation & Pain Support,1,0.03703703704,0.0002379252915
Homeopathy,Homeopathic remedies,Musculoskeletal support (Homeopathic),,Musculoskeletal support (Homeopathic),General inflammation,Inflammation & Pain Support,1,0.03448275862,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,General inflammation,Inflammation & Pain Support,1,0.001305483029,0.0002379252915
Conditions & formulations,Dermatological health,Nails support,,Nails support,General inflammation,Inflammation & Pain Support,1,0.02380952381,0.0002379252915
Herbal/Botanicals,Herbs,Nettles (Urtica),,Nettles (Urtica),General inflammation,Inflammation & Pain Support,1,0.05263157895,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin B3 (Niacin),Niacinamide,Niacinamide,General inflammation,Inflammation & Pain Support,1,0.03225806452,0.0002379252915
Herbal/Botanicals,Herbs,Olive leaf,,Olive leaf,General inflammation,Inflammation & Pain Support,1,0.01492537313,0.0002379252915
Lab tests & clinical supplies,Lab tests,Omega 3s,,Omega 3s,General inflammation,Inflammation & Pain Support,1,1,0.0002379252915
Vitamins & minerals,Minerals,Selenium,Other selenium,Other selenium,General inflammation,Inflammation & Pain Support,1,0.04166666667,0.0002379252915
Vitamins & minerals,Minerals,Strontium,Other strontium,Other strontium,General inflammation,Inflammation & Pain Support,1,0.2,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Other vitamin B1,Other vitamin B1,General inflammation,Inflammation & Pain Support,1,0.02777777778,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin C,Other vitamin C,Other vitamin C,General inflammation,Inflammation & Pain Support,1,0.025,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin K,Other vitamin K,Other vitamin K,General inflammation,Inflammation & Pain Support,1,0.01754385965,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,PQQ,,PQQ,General inflammation,Inflammation & Pain Support,1,0.07692307692,0.0002379252915
Herbal/Botanicals,Phytonutrients,Phytosterols,,Phytosterols,General inflammation,Inflammation & Pain Support,1,0.003267973856,0.0002379252915
Vitamins & minerals,Complexes & combos,Potassium & magnesium,,Potassium & magnesium,General inflammation,Inflammation & Pain Support,1,0.03703703704,0.0002379252915
Nutritional supplements,Hormones & glandulars,Pregnenolone,,Pregnenolone,General inflammation,Inflammation & Pain Support,1,0.006172839506,0.0002379252915
Conditions & formulations,Endocrine & hormonal health,Progesterone support,,Progesterone support,General inflammation,Inflammation & Pain Support,1,0.009009009009,0.0002379252915
Nutritional supplements,Other metabolites & bioactive compounds,Propolis,,Propolis,General inflammation,Inflammation & Pain Support,1,0.02702702703,0.0002379252915
Conditions & formulations,Men's health,Prostate support,,Prostate support,General inflammation,Inflammation & Pain Support,1,0.006622516556,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxal 5'-phosphate (P5P),Pyridoxal 5'-phosphate (P5P),General inflammation,Inflammation & Pain Support,1,0.008403361345,0.0002379252915
Herbal/Botanicals,Mushrooms,Reishi,,Reishi,General inflammation,Inflammation & Pain Support,1,0.02857142857,0.0002379252915
Herbal/Botanicals,Herbs,Rhodiola,,Rhodiola,General inflammation,Inflammation & Pain Support,1,0.005952380952,0.0002379252915
Herbal/Botanicals,Herbs,Saw palmetto,,Saw palmetto,General inflammation,Inflammation & Pain Support,1,0.01123595506,0.0002379252915
Personal care & healthy living,Food & beverage,Seeds-salt-spices,,Seeds-salt-spices,General inflammation,Inflammation & Pain Support,1,0.01265822785,0.0002379252915
Conditions & formulations,Neurocognitive health & sleep,Sleep support,,Sleep support,General inflammation,Inflammation & Pain Support,1,0.001207729469,0.0002379252915
Personal care & healthy living,Food & beverage,Snacks,,Snacks,General inflammation,Inflammation & Pain Support,1,0.25,0.0002379252915
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,General inflammation,Inflammation & Pain Support,1,0.001322751323,0.0002379252915
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,General inflammation,Inflammation & Pain Support,1,0.001828153565,0.0002379252915
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),General inflammation,Inflammation & Pain Support,1,0.006802721088,0.0002379252915
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey concentrate,Whey concentrate,General inflammation,Inflammation & Pain Support,1,0.05555555556,0.0002379252915
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,General pregnancy support,Pregnancy Support,302,0.4289772727,0.4474074074
Nutritional supplements,Omegas & other fatty acids,Fish oil,DHA-dominant,DHA-dominant,General pregnancy support,Pregnancy Support,54,0.2177419355,0.08
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,General pregnancy support,Pregnancy Support,44,0.09421841542,0.06518518519
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,General pregnancy support,Pregnancy Support,32,0.01205727204,0.04740740741
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,General pregnancy support,Pregnancy Support,23,0.01634683724,0.03407407407
Vitamins & minerals,Minerals,Iron,Iron bisglycinate,Iron bisglycinate,General pregnancy support,Pregnancy Support,22,0.008550330354,0.03259259259
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,General pregnancy support,Pregnancy Support,22,0.003805569971,0.03259259259
Nutritional supplements,Other metabolites & bioactive compounds,Choline,,Choline,General pregnancy support,Pregnancy Support,19,0.2923076923,0.02814814815
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,General pregnancy support,Pregnancy Support,12,0.008241758242,0.01777777778
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,General pregnancy support,Pregnancy Support,6,0.004566210046,0.008888888889
Herbal/Botanicals,Herbs,Ginger (Zingiber),,Ginger (Zingiber),General pregnancy support,Pregnancy Support,6,0.05555555556,0.008888888889
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),General pregnancy support,Pregnancy Support,6,0.02597402597,0.008888888889
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,General pregnancy support,Pregnancy Support,6,0.001508674881,0.008888888889
Nutritional supplements,Other metabolites & bioactive compounds,Phosphatidylcholine,,Phosphatidylcholine,General pregnancy support,Pregnancy Support,6,0.03592814371,0.008888888889
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxal 5'-phosphate (P5P),Pyridoxal 5'-phosphate (P5P),General pregnancy support,Pregnancy Support,6,0.05042016807,0.008888888889
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),General pregnancy support,Pregnancy Support,6,0.00394218134,0.008888888889
Conditions & formulations,Women's health,Women's fertility support,,Women's fertility support,General pregnancy support,Pregnancy Support,6,0.03260869565,0.008888888889
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,General pregnancy support,Pregnancy Support,5,0.008474576271,0.007407407407
Vitamins & minerals,Complexes & combos,Calcium & magnesium,,Calcium & magnesium,General pregnancy support,Pregnancy Support,5,0.03968253968,0.007407407407
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,General pregnancy support,Pregnancy Support,5,0.01210653753,0.007407407407
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Algae oil,Algae oil,General pregnancy support,Pregnancy Support,4,0.0380952381,0.005925925926
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,General pregnancy support,Pregnancy Support,4,0.005312084993,0.005925925926
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,General pregnancy support,Pregnancy Support,4,0.005221932115,0.005925925926
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,General pregnancy support,Pregnancy Support,3,0.001016260163,0.004444444444
Vitamins & minerals,Vitamins,Vitamin C,Buffered C (Ascorbates),Buffered C (Ascorbates),General pregnancy support,Pregnancy Support,3,0.007263922518,0.004444444444
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,General pregnancy support,Pregnancy Support,3,0.024,0.004444444444
Nutritional supplements,Omegas & other fatty acids,Fish oil,Cod liver oil,Cod liver oil,General pregnancy support,Pregnancy Support,3,0.01973684211,0.004444444444
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,General pregnancy support,Pregnancy Support,3,0.01162790698,0.004444444444
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,General pregnancy support,Pregnancy Support,3,0.01587301587,0.004444444444
Nutritional supplements,Probiotics,Children's probiotics,,Children's probiotics,General pregnancy support,Pregnancy Support,2,0.01769911504,0.002962962963
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Chlorella,Chlorella,General pregnancy support,Pregnancy Support,2,0.04545454545,0.002962962963
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,General pregnancy support,Pregnancy Support,2,0.025,0.002962962963
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,General pregnancy support,Pregnancy Support,2,0.01212121212,0.002962962963
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),Folic acid,Folic acid,General pregnancy support,Pregnancy Support,2,0.06666666667,0.002962962963
Vitamins & minerals,Minerals,Iodine,Kelp/Seaweed iodides,Kelp/Seaweed iodides,General pregnancy support,Pregnancy Support,2,0.07142857143,0.002962962963
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,General pregnancy support,Pregnancy Support,2,0.005988023952,0.002962962963
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,General pregnancy support,Pregnancy Support,2,0.002195389682,0.002962962963
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,General pregnancy support,Pregnancy Support,2,0.00145137881,0.002962962963
Conditions & formulations,Women's health,Pregnancy support,,Pregnancy support,General pregnancy support,Pregnancy Support,2,0.1818181818,0.002962962963
Conditions & formulations,Endocrine & hormonal health,Progesterone support,,Progesterone support,General pregnancy support,Pregnancy Support,2,0.01801801802,0.002962962963
Nutritional supplements,Other metabolites & bioactive compounds,d-Mannose,,d-Mannose,General pregnancy support,Pregnancy Support,2,0.009090909091,0.002962962963
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,General pregnancy support,Pregnancy Support,1,0.004830917874,0.001481481481
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,General pregnancy support,Pregnancy Support,1,0.001831501832,0.001481481481
Conditions & formulations,Musculoskeletal health & sport/exercise,Bone support,,Bone support,General pregnancy support,Pregnancy Support,1,0.001661129568,0.001481481481
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,General pregnancy support,Pregnancy Support,1,0.00325732899,0.001481481481
Herbal/Botanicals,Herbs,Fenugreek,,Fenugreek,General pregnancy support,Pregnancy Support,1,0.04545454545,0.001481481481
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,General pregnancy support,Pregnancy Support,1,0.0009165902841,0.001481481481
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,General pregnancy support,Pregnancy Support,1,0.001879699248,0.001481481481
Vitamins & minerals,Minerals,Magnesium,Magnesium oxide,Magnesium oxide,General pregnancy support,Pregnancy Support,1,0.004237288136,0.001481481481
Conditions & formulations,Men's health,Men's fertility support,,Men's fertility support,General pregnancy support,Pregnancy Support,1,0.07142857143,0.001481481481
Conditions & formulations,Women's health,Menstrual support,,Menstrual support,General pregnancy support,Pregnancy Support,1,0.006896551724,0.001481481481
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Omega 3-6-9 ,Omega 3-6-9 ,General pregnancy support,Pregnancy Support,1,0.0125,0.001481481481
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,General pregnancy support,Pregnancy Support,1,0.0303030303,0.001481481481
Vitamins & minerals,Minerals,Calcium,Other calcium,Other calcium,General pregnancy support,Pregnancy Support,1,0.006756756757,0.001481481481
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,General pregnancy support,Pregnancy Support,1,0.000466853408,0.001481481481
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Other greens & superfoods,Other greens & superfoods,General pregnancy support,Pregnancy Support,1,0.005882352941,0.001481481481
Vitamins & minerals,Minerals,Iron,Other iron,Other iron,General pregnancy support,Pregnancy Support,1,0.001697792869,0.001481481481
Vitamins & minerals,Minerals,Other minerals,Phosphorous,Phosphorous,General pregnancy support,Pregnancy Support,1,0.07142857143,0.001481481481
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxine HCl,Pyridoxine HCl,General pregnancy support,Pregnancy Support,1,0.03703703704,0.001481481481
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,General pregnancy support,Pregnancy Support,1,0.003322259136,0.001481481481
Conditions & formulations,Dermatological health,Skin Support,,Skin Support,General pregnancy support,Pregnancy Support,1,0.006993006993,0.001481481481
Conditions & formulations,Neurocognitive health & sleep,Sleep support,,Sleep support,General pregnancy support,Pregnancy Support,1,0.001207729469,0.001481481481
Herbal/Botanicals,Herbs,Licorice,Standard licorice,Standard licorice,General pregnancy support,Pregnancy Support,1,0.01123595506,0.001481481481
Nutritional supplements,Amino acids,Base amino acids,Taurine,Taurine,General pregnancy support,Pregnancy Support,1,0.009900990099,0.001481481481
Vitamins & minerals,Vitamins,Vitamin E,Tocopherols,Tocopherols,General pregnancy support,Pregnancy Support,1,0.009009009009,0.001481481481
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,General pregnancy support,Pregnancy Support,1,0.001828153565,0.001481481481
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),General pregnancy support,Pregnancy Support,1,0.006802721088,0.001481481481
Herbal/Botanicals,Herbs,Vitex (Chasteberry),,Vitex (Chasteberry),General pregnancy support,Pregnancy Support,1,0.004081632653,0.001481481481
Homeopathy,Homeopathic remedies,Women's health (Homeopathic),,Women's health (Homeopathic),General pregnancy support,Pregnancy Support,1,0.03448275862,0.001481481481
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,Gestational diabetes,Pregnancy Support,8,0.01044386423,0.3076923077
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Gestational diabetes,Pregnancy Support,4,0.002842928216,0.1538461538
Herbal/Botanicals,Herbs,Berberis (Berberine),,Berberis (Berberine),Gestational diabetes,Pregnancy Support,2,0.0007418397626,0.07692307692
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Apple cider vinegar,Apple cider vinegar,Gestational diabetes,Pregnancy Support,1,0.025,0.03846153846
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Gestational diabetes,Pregnancy Support,1,0.0003387533875,0.03846153846
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,Gestational diabetes,Pregnancy Support,1,0.00198019802,0.03846153846
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Gestational diabetes,Pregnancy Support,1,0.0078125,0.03846153846
Herbal/Botanicals,Herbs,Cinnamon,,Cinnamon,Gestational diabetes,Pregnancy Support,1,0.02083333333,0.03846153846
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Gestational diabetes,Pregnancy Support,1,0.0007610350076,0.03846153846
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Gestational diabetes,Pregnancy Support,1,0.001879699248,0.03846153846
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,Gestational diabetes,Pregnancy Support,1,0.001862197393,0.03846153846
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Gestational diabetes,Pregnancy Support,1,0.00103950104,0.03846153846
Vitamins & minerals,Minerals,Chromium,Other chromium,Other chromium,Gestational diabetes,Pregnancy Support,1,0.09090909091,0.03846153846
